customer_id,order_cnt,max_order_date,total_order_value,day_since_last_order,recency_score,frequency_score,monetary_score,segment
14045.0,6,2010-11-24 12:40:00,1980.980,29,4,4,5,02-Loyal Customers
14047.0,10,2010-12-02 10:09:00,2946.420,21,5,5,5,01-Champion
14048.0,2,2010-11-22 14:21:00,338.760,31,4,2,2,03-Potential Loyalists
14049.0,9,2010-11-17 10:44:00,7444.680,36,4,5,5,02-Loyal Customers
14051.0,15,2010-12-20 15:14:00,6915.360,3,5,5,5,01-Champion
14052.0,1,2010-11-14 11:37:00,241.300,39,4,1,2,07-Promising
14053.0,2,2010-11-07 14:50:00,312.050,46,3,2,2,09-About to Sleep
14055.0,1,2010-05-11 10:24:00,521.000,226,1,1,3,10-Hibernating
14057.0,6,2010-12-14 13:51:00,2941.380,9,5,4,5,01-Champion
14058.0,2,2010-09-03 09:31:00,469.190,111,2,2,3,10-Hibernating
14060.0,14,2010-12-15 11:15:00,3329.460,8,5,5,5,01-Champion
14062.0,12,2010-12-20 14:51:00,10779.100,3,5,5,5,01-Champion
14063.0,2,2010-01-22 11:28:00,422.500,335,1,2,2,10-Hibernating
14064.0,10,2010-10-05 13:20:00,1770.380,79,2,5,4,04-Can't Lose Them
14065.0,3,2010-11-15 16:13:00,891.020,37,4,3,3,03-Potential Loyalists
14068.0,3,2010-04-15 14:28:00,1250.870,252,1,3,4,08-At Risk
14069.0,2,2010-07-13 12:12:00,225.810,163,2,2,1,10-Hibernating
14070.0,1,2010-01-24 12:27:00,321.600,333,1,1,2,10-Hibernating
14072.0,1,2010-02-11 12:31:00,390.850,315,1,1,2,10-Hibernating
14074.0,1,2010-03-26 13:55:00,219.400,272,1,1,1,10-Hibernating
14075.0,2,2010-11-01 13:15:00,782.610,52,3,2,3,09-About to Sleep
14077.0,1,2010-11-09 16:01:00,115.660,44,3,1,1,09-About to Sleep
14078.0,4,2010-12-01 12:54:00,638.690,22,5,4,3,01-Champion
14080.0,2,2010-10-22 14:04:00,655.430,62,3,2,3,09-About to Sleep
14081.0,8,2010-12-05 15:47:00,3581.550,18,5,5,5,01-Champion
14082.0,2,2010-12-10 11:02:00,413.360,13,5,2,2,03-Potential Loyalists
14083.0,4,2010-12-20 15:26:00,459.480,3,5,4,2,01-Champion
14084.0,1,2010-07-15 14:36:00,150.500,161,2,1,1,10-Hibernating
14085.0,13,2010-12-23 11:06:00,4613.860,0,5,5,5,01-Champion
14086.0,1,2010-09-03 10:52:00,39.950,111,2,1,1,10-Hibernating
14087.0,1,2010-10-31 11:22:00,402.560,53,3,1,2,09-About to Sleep
14088.0,3,2010-10-29 10:31:00,8958.150,55,3,3,5,05-Need Attention
14091.0,1,2010-02-23 15:17:00,240.000,303,1,1,2,10-Hibernating
14092.0,11,2010-12-22 11:11:00,3618.070,1,5,5,5,01-Champion
14094.0,1,2010-09-26 11:58:00,311.770,88,2,1,2,10-Hibernating
14097.0,2,2010-08-15 14:20:00,422.860,130,2,2,2,10-Hibernating
14099.0,9,2010-12-20 11:14:00,2645.770,3,5,5,5,01-Champion
14101.0,7,2010-11-16 14:54:00,3057.900,37,4,5,5,02-Loyal Customers
14104.0,3,2010-11-15 13:13:00,524.320,38,4,3,3,03-Potential Loyalists
14105.0,3,2010-10-27 11:53:00,4076.300,57,3,3,5,05-Need Attention
14107.0,4,2010-12-10 13:29:00,2374.050,13,5,4,5,01-Champion
14110.0,19,2010-09-30 17:13:00,6628.300,83,2,5,5,04-Can't Lose Them
14112.0,6,2010-09-14 13:41:00,2919.440,100,2,4,5,08-At Risk
14113.0,9,2010-12-20 12:14:00,2993.700,3,5,5,5,01-Champion
14114.0,5,2010-11-09 09:13:00,977.560,44,3,4,4,02-Loyal Customers
14115.0,2,2010-07-26 12:36:00,622.670,150,2,2,3,10-Hibernating
14118.0,1,2010-10-07 11:59:00,458.450,77,3,1,2,09-About to Sleep
14119.0,1,2010-11-29 10:33:00,116.890,24,4,1,1,07-Promising
14122.0,1,2010-10-29 15:11:00,230.830,55,3,1,1,09-About to Sleep
14126.0,1,2010-09-21 14:51:00,466.330,93,2,1,3,10-Hibernating
14127.0,3,2010-11-24 16:56:00,1190.370,28,4,3,4,03-Potential Loyalists
14128.0,1,2010-06-06 14:05:00,286.710,200,1,1,2,10-Hibernating
14129.0,4,2010-11-05 09:59:00,1467.480,48,3,4,4,02-Loyal Customers
14130.0,2,2010-11-29 17:11:00,1037.990,23,4,2,4,03-Potential Loyalists
14131.0,1,2010-03-01 11:59:00,168.220,297,1,1,1,10-Hibernating
14134.0,13,2010-11-22 12:26:00,9123.710,31,4,5,5,02-Loyal Customers
14135.0,11,2010-12-21 10:30:00,3017.210,2,5,5,5,01-Champion
14136.0,4,2010-11-04 11:53:00,1268.030,49,3,4,4,02-Loyal Customers
14137.0,1,2010-01-13 12:30:00,332.700,344,1,1,2,10-Hibernating
14139.0,3,2010-08-06 14:00:00,670.980,139,2,3,3,08-At Risk
14142.0,2,2010-12-01 16:33:00,671.340,21,5,2,3,03-Potential Loyalists
14144.0,1,2010-08-10 15:17:00,30.600,135,2,1,1,10-Hibernating
14145.0,2,2010-06-20 13:28:00,887.850,186,1,2,3,10-Hibernating
14146.0,8,2010-12-17 15:52:00,6500.730,6,5,5,5,01-Champion
14147.0,6,2010-11-16 08:11:00,1199.600,37,4,4,4,02-Loyal Customers
14148.0,1,2010-10-21 14:08:00,309.090,63,3,1,2,09-About to Sleep
14150.0,1,2010-12-15 10:04:00,306.180,8,5,1,2,06-New Customers
14151.0,1,2010-02-04 15:35:00,327.400,322,1,1,2,10-Hibernating
14152.0,5,2010-11-17 14:20:00,1376.050,36,4,4,4,02-Loyal Customers
14153.0,1,2010-08-13 14:35:00,233.400,132,2,1,1,10-Hibernating
14154.0,6,2010-11-23 17:53:00,5115.080,29,4,4,5,02-Loyal Customers
14157.0,3,2010-11-15 15:10:00,553.800,38,4,3,3,03-Potential Loyalists
14159.0,9,2010-12-12 11:17:00,2713.370,11,5,5,5,01-Champion
14160.0,7,2010-04-08 14:30:00,7888.970,259,1,5,5,04-Can't Lose Them
14161.0,4,2010-12-05 13:18:00,1677.330,18,5,4,4,01-Champion
14163.0,1,2010-09-03 17:15:00,148.710,110,2,1,1,10-Hibernating
14166.0,2,2010-07-22 19:42:00,251.150,153,2,2,2,10-Hibernating
14167.0,4,2010-09-01 17:15:00,711.700,112,2,4,3,08-At Risk
14168.0,2,2010-10-15 10:49:00,370.450,69,3,2,2,09-About to Sleep
14169.0,2,2010-10-05 08:45:00,613.110,79,2,2,3,10-Hibernating
14170.0,3,2010-11-29 13:10:00,570.180,24,4,3,3,03-Potential Loyalists
14172.0,3,2010-04-13 13:26:00,369.020,254,1,3,2,08-At Risk
14173.0,1,2010-03-08 13:24:00,111.560,290,1,1,1,10-Hibernating
14175.0,5,2010-10-17 13:59:00,4456.580,67,3,4,5,02-Loyal Customers
14176.0,2,2010-12-07 11:45:00,339.110,16,5,2,2,03-Potential Loyalists
14177.0,9,2010-11-23 14:23:00,1660.230,30,4,5,4,02-Loyal Customers
14180.0,12,2010-12-16 17:30:00,2265.230,6,5,5,5,01-Champion
14181.0,2,2010-10-25 08:27:00,308.350,59,3,2,2,09-About to Sleep
14182.0,4,2010-09-22 11:45:00,678.770,92,2,4,3,08-At Risk
14183.0,2,2010-10-24 14:45:00,278.340,60,3,2,2,09-About to Sleep
14186.0,5,2010-10-08 13:30:00,1550.630,76,3,4,4,02-Loyal Customers
14187.0,1,2010-08-23 12:06:00,123.500,122,2,1,1,10-Hibernating
14189.0,2,2010-12-06 11:42:00,1160.310,17,5,2,4,03-Potential Loyalists
14190.0,1,2010-02-11 14:27:00,79.900,315,1,1,1,10-Hibernating
14191.0,1,2010-11-10 12:27:00,117.000,43,3,1,1,09-About to Sleep
14192.0,1,2010-11-16 17:44:00,293.740,36,4,1,2,07-Promising
14193.0,1,2010-11-08 12:31:00,356.800,45,3,1,2,09-About to Sleep
14194.0,15,2010-11-12 12:26:00,7321.070,41,4,5,5,02-Loyal Customers
14195.0,3,2010-09-26 14:06:00,1270.400,88,2,3,4,08-At Risk
14197.0,1,2010-10-25 10:01:00,390.050,59,3,1,2,09-About to Sleep
14198.0,5,2010-11-04 13:50:00,868.330,49,3,4,3,02-Loyal Customers
14199.0,3,2010-10-12 08:25:00,906.300,72,3,3,4,05-Need Attention
14200.0,1,2010-04-01 13:01:00,379.200,266,1,1,2,10-Hibernating
14201.0,4,2010-12-15 13:25:00,513.340,8,5,4,3,01-Champion
14202.0,3,2010-11-23 17:13:00,847.760,29,4,3,3,03-Potential Loyalists
14203.0,1,2010-11-07 13:35:00,339.340,46,3,1,2,09-About to Sleep
14204.0,2,2010-10-13 13:32:00,502.950,71,3,2,3,09-About to Sleep
14205.0,7,2010-11-10 14:37:00,1947.500,43,3,5,5,02-Loyal Customers
14206.0,2,2010-11-16 18:20:00,856.850,36,4,2,3,03-Potential Loyalists
14207.0,1,2010-01-21 09:33:00,157.800,336,1,1,1,10-Hibernating
14208.0,1,2010-06-06 13:11:00,415.310,200,1,1,2,10-Hibernating
14209.0,9,2010-11-19 13:58:00,2919.840,34,4,5,5,02-Loyal Customers
14210.0,11,2010-12-03 12:43:00,3955.680,20,5,5,5,01-Champion
14211.0,8,2010-10-24 12:54:00,1973.390,60,3,5,5,02-Loyal Customers
14212.0,1,2010-09-20 11:48:00,1119.660,94,2,1,4,10-Hibernating
14213.0,1,2010-10-31 10:37:00,487.500,53,3,1,3,09-About to Sleep
14215.0,3,2010-12-06 15:34:00,1201.020,17,5,3,4,03-Potential Loyalists
14216.0,1,2010-10-21 15:07:00,310.740,63,3,1,2,09-About to Sleep
14217.0,7,2010-12-08 13:28:00,1411.910,15,5,5,4,01-Champion
14219.0,2,2010-10-26 10:34:00,543.890,58,3,2,3,09-About to Sleep
14220.0,3,2010-12-16 18:18:00,932.780,6,5,3,4,03-Potential Loyalists
14221.0,8,2010-09-16 14:41:00,3084.690,98,2,5,5,04-Can't Lose Them
14224.0,5,2010-11-14 13:53:00,831.980,39,4,4,3,02-Loyal Customers
14225.0,4,2010-10-01 10:32:00,2031.070,83,2,4,5,08-At Risk
14226.0,1,2010-09-24 14:32:00,770.340,90,2,1,3,10-Hibernating
14227.0,5,2010-10-21 10:49:00,3015.200,63,3,4,5,02-Loyal Customers
14228.0,3,2010-09-28 09:45:00,745.500,86,2,3,3,08-At Risk
14229.0,4,2010-11-01 13:04:00,1046.840,52,3,4,4,02-Loyal Customers
14230.0,3,2010-09-30 09:07:00,979.800,84,2,3,4,08-At Risk
14231.0,1,2010-09-15 09:52:00,309.910,99,2,1,2,10-Hibernating
14233.0,3,2010-08-31 15:03:00,1441.550,114,2,3,4,08-At Risk
14235.0,4,2010-07-29 17:24:00,1573.130,146,2,4,4,08-At Risk
14236.0,4,2010-12-02 18:49:00,1253.780,20,5,4,4,01-Champion
14237.0,2,2010-12-01 13:20:00,471.140,22,5,2,3,03-Potential Loyalists
14238.0,1,2010-02-15 11:39:00,128.280,311,1,1,1,10-Hibernating
14239.0,8,2010-10-04 15:01:00,1667.770,80,2,5,4,04-Can't Lose Them
14240.0,1,2010-10-12 12:48:00,357.150,72,3,1,2,09-About to Sleep
14241.0,1,2010-01-12 15:11:00,120.000,345,1,1,1,10-Hibernating
14243.0,9,2010-12-17 13:29:00,5100.980,6,5,5,5,01-Champion
14244.0,1,2010-02-17 11:40:00,245.460,309,1,1,2,10-Hibernating
14247.0,4,2010-10-31 13:58:00,616.790,53,3,4,3,02-Loyal Customers
14248.0,2,2010-09-06 14:04:00,730.370,108,2,2,3,10-Hibernating
14249.0,12,2010-10-25 12:34:00,5400.460,59,3,5,5,02-Loyal Customers
14252.0,1,2010-11-23 13:36:00,350.990,30,4,1,2,07-Promising
14253.0,2,2010-08-03 14:55:00,363.400,142,2,2,2,10-Hibernating
14254.0,1,2010-10-03 11:52:00,601.030,81,2,1,3,10-Hibernating
14256.0,4,2010-12-10 11:44:00,2015.590,13,5,4,5,01-Champion
14257.0,4,2010-11-24 16:00:00,2854.730,29,4,4,5,02-Loyal Customers
14258.0,15,2010-11-09 10:08:00,15360.720,44,3,5,5,02-Loyal Customers
14260.0,3,2010-08-25 14:55:00,824.280,120,2,3,3,08-At Risk
14263.0,1,2010-10-12 14:09:00,322.930,72,3,1,2,09-About to Sleep
14264.0,4,2010-11-25 17:42:00,1183.390,27,4,4,4,02-Loyal Customers
14266.0,1,2010-10-07 13:32:00,40.560,77,3,1,1,09-About to Sleep
14268.0,1,2010-08-26 10:45:00,354.850,119,2,1,2,10-Hibernating
14269.0,1,2010-09-26 12:53:00,295.730,88,2,1,2,10-Hibernating
14271.0,1,2010-10-26 17:01:00,101.860,57,3,1,1,09-About to Sleep
14272.0,2,2010-05-26 09:49:00,482.850,211,1,2,3,10-Hibernating
14274.0,1,2010-01-22 12:51:00,256.600,335,1,1,2,10-Hibernating
14275.0,6,2010-11-09 09:06:00,1189.380,44,3,4,4,02-Loyal Customers
14276.0,4,2010-10-28 17:13:00,982.940,55,3,4,4,02-Loyal Customers
14278.0,1,2010-10-26 12:07:00,205.830,58,3,1,1,09-About to Sleep
14279.0,2,2010-07-07 08:42:00,191.860,169,1,2,1,10-Hibernating
14281.0,1,2010-10-27 14:45:00,245.150,57,3,1,2,09-About to Sleep
14282.0,11,2010-12-07 12:21:00,4120.320,16,5,5,5,01-Champion
14283.0,4,2010-09-02 14:46:00,628.440,112,2,4,3,08-At Risk
14284.0,1,2010-02-24 12:06:00,704.400,302,1,1,3,10-Hibernating
14285.0,3,2010-07-14 14:07:00,1223.210,162,2,3,4,08-At Risk
14286.0,3,2010-10-31 15:39:00,2180.010,53,3,3,5,05-Need Attention
14290.0,3,2010-12-13 10:24:00,2108.840,10,5,3,5,03-Potential Loyalists
14291.0,11,2010-11-24 09:47:00,3612.340,29,4,5,5,02-Loyal Customers
14292.0,7,2010-10-25 12:18:00,2815.920,59,3,5,5,02-Loyal Customers
14293.0,4,2010-12-06 10:18:00,1286.920,17,5,4,4,01-Champion
14294.0,1,2010-10-28 16:25:00,375.340,55,3,1,2,09-About to Sleep
14295.0,2,2010-09-27 09:48:00,1597.860,87,2,2,4,10-Hibernating
14296.0,2,2010-10-14 14:14:00,456.400,70,3,2,2,09-About to Sleep
14298.0,40,2010-12-20 13:10:00,40190.670,3,5,5,5,01-Champion
14299.0,17,2010-12-09 10:30:00,7024.800,14,5,5,5,01-Champion
14301.0,3,2010-10-19 14:09:00,1301.640,65,3,3,4,05-Need Attention
14302.0,2,2010-10-05 08:10:00,628.300,79,2,2,3,10-Hibernating
14303.0,2,2010-10-28 15:37:00,277.940,56,3,2,2,09-About to Sleep
14304.0,2,2010-11-25 10:20:00,1341.560,28,4,2,4,03-Potential Loyalists
14306.0,2,2010-07-28 16:54:00,453.280,147,2,2,2,10-Hibernating
14307.0,4,2010-12-01 11:41:00,1833.210,22,5,4,4,01-Champion
14309.0,3,2010-12-16 13:05:00,1576.030,7,5,3,4,03-Potential Loyalists
14310.0,1,2010-10-03 12:34:00,492.100,81,2,1,3,10-Hibernating
14311.0,1,2010-05-21 10:28:00,206.190,216,1,1,1,10-Hibernating
14312.0,5,2010-11-26 11:40:00,1478.700,27,4,4,4,02-Loyal Customers
14314.0,1,2010-10-05 08:00:00,109.800,79,2,1,1,10-Hibernating
14315.0,2,2010-05-24 13:56:00,716.690,213,1,2,3,10-Hibernating
14316.0,5,2010-10-13 16:31:00,644.580,70,3,4,3,02-Loyal Customers
14318.0,1,2010-09-05 15:32:00,158.020,109,2,1,1,10-Hibernating
14319.0,1,2010-10-11 13:38:00,494.850,73,3,1,3,09-About to Sleep
14320.0,3,2010-06-11 12:45:00,868.960,195,1,3,3,08-At Risk
14321.0,2,2010-10-04 12:48:00,687.310,80,2,2,3,10-Hibernating
14322.0,4,2010-10-06 15:17:00,474.100,78,2,4,3,08-At Risk
14324.0,2,2010-10-26 11:44:00,701.610,58,3,2,3,09-About to Sleep
14325.0,1,2010-05-19 09:20:00,245.480,218,1,1,2,10-Hibernating
14326.0,2,2010-09-02 13:29:00,757.130,112,2,2,3,10-Hibernating
14327.0,5,2010-11-22 15:24:00,1583.280,31,4,4,4,02-Loyal Customers
14329.0,7,2010-11-29 15:53:00,4591.730,24,4,5,5,02-Loyal Customers
14330.0,1,2010-03-26 09:10:00,200.630,272,1,1,1,10-Hibernating
14332.0,2,2010-11-23 15:24:00,1077.200,30,4,2,4,03-Potential Loyalists
14334.0,5,2010-12-16 17:37:00,2086.420,6,5,4,5,01-Champion
14338.0,1,2010-06-21 10:32:00,339.880,185,1,1,2,10-Hibernating
14339.0,1,2010-10-07 08:50:00,310.750,77,3,1,2,09-About to Sleep
14341.0,8,2010-10-15 15:52:00,1692.350,69,3,5,4,02-Loyal Customers
14342.0,2,2010-10-03 12:46:00,249.880,81,2,2,2,10-Hibernating
14343.0,4,2010-10-14 13:05:00,1079.660,70,3,4,4,02-Loyal Customers
14344.0,15,2010-12-16 17:51:00,2458.770,6,5,5,5,01-Champion
14346.0,3,2010-10-10 14:19:00,1294.170,74,3,3,4,05-Need Attention
14350.0,2,2010-11-24 12:01:00,689.100,29,4,2,3,03-Potential Loyalists
14353.0,2,2010-10-25 14:46:00,285.900,59,3,2,2,09-About to Sleep
14355.0,3,2010-12-09 12:16:00,840.050,14,5,3,3,03-Potential Loyalists
14358.0,2,2010-11-15 15:51:00,400.060,38,4,2,2,03-Potential Loyalists
14361.0,1,2010-05-10 12:29:00,214.710,227,1,1,1,10-Hibernating
14363.0,2,2010-11-02 17:01:00,227.470,50,3,2,1,09-About to Sleep
14365.0,2,2010-11-10 09:52:00,634.680,43,3,2,3,09-About to Sleep
14366.0,1,2010-07-02 17:23:00,136.000,173,1,1,1,10-Hibernating
14369.0,2,2010-03-07 15:47:00,469.130,291,1,2,3,10-Hibernating
14370.0,6,2010-09-15 10:53:00,1175.780,99,2,4,4,08-At Risk
14372.0,2,2010-09-22 16:17:00,860.080,91,2,2,3,10-Hibernating
14373.0,1,2010-12-16 15:40:00,76.550,7,5,1,1,06-New Customers
14374.0,1,2010-06-16 14:25:00,108.000,190,1,1,1,10-Hibernating
14375.0,2,2010-09-15 14:45:00,871.260,99,2,2,3,10-Hibernating
14376.0,1,2010-01-25 15:36:00,215.460,332,1,1,1,10-Hibernating
14378.0,1,2010-03-28 12:22:00,131.250,270,1,1,1,10-Hibernating
14379.0,2,2010-11-11 16:29:00,917.060,41,4,2,4,03-Potential Loyalists
14381.0,1,2010-09-14 16:15:00,423.260,99,2,1,2,10-Hibernating
14382.0,1,2010-11-14 16:32:00,578.140,38,4,1,3,07-Promising
14384.0,1,2010-07-27 09:53:00,58.500,149,2,1,1,10-Hibernating
14388.0,9,2010-12-02 11:02:00,3488.160,21,5,5,5,01-Champion
14389.0,3,2010-10-11 10:04:00,854.550,73,3,3,3,05-Need Attention
14390.0,5,2010-12-02 11:57:00,1731.160,21,5,4,4,01-Champion
14391.0,1,2010-05-12 09:42:00,135.600,225,1,1,1,10-Hibernating
14392.0,1,2010-10-03 12:56:00,266.400,81,2,1,2,10-Hibernating
14394.0,1,2010-05-24 10:43:00,93.800,213,1,1,1,10-Hibernating
14395.0,12,2010-12-02 18:15:00,4630.700,20,5,5,5,01-Champion
14396.0,5,2010-12-03 15:19:00,1084.270,20,5,4,4,01-Champion
14398.0,2,2010-11-03 13:46:00,707.790,50,3,2,3,09-About to Sleep
14399.0,8,2010-11-10 13:23:00,2108.210,43,3,5,5,02-Loyal Customers
14400.0,2,2010-10-27 13:59:00,1157.770,57,3,2,4,09-About to Sleep
14401.0,8,2010-12-15 09:07:00,2160.770,8,5,5,5,01-Champion
14402.0,1,2010-02-25 13:20:00,285.600,301,1,1,2,10-Hibernating
14403.0,2,2010-04-29 08:47:00,404.700,238,1,2,2,10-Hibernating
14404.0,6,2010-12-05 16:00:00,1165.150,18,5,4,4,01-Champion
14405.0,1,2010-11-18 11:40:00,195.000,35,4,1,1,07-Promising
14408.0,3,2010-08-25 13:08:00,1182.240,120,2,3,4,08-At Risk
14409.0,5,2010-12-06 15:06:00,1696.640,17,5,4,4,01-Champion
14410.0,2,2010-11-28 14:57:00,1531.630,25,4,2,4,03-Potential Loyalists
14412.0,1,2010-10-11 12:33:00,656.160,73,3,1,3,09-About to Sleep
14413.0,3,2010-12-12 13:37:00,421.720,11,5,3,2,03-Potential Loyalists
14414.0,2,2010-12-16 11:11:00,1119.550,7,5,2,4,03-Potential Loyalists
14415.0,10,2010-12-14 13:31:00,6469.220,9,5,5,5,01-Champion
14417.0,1,2010-11-17 10:55:00,524.650,36,4,1,3,07-Promising
14419.0,2,2010-12-10 10:56:00,326.950,13,5,2,2,03-Potential Loyalists
14420.0,3,2010-11-08 10:49:00,1251.650,45,3,3,4,05-Need Attention
14421.0,4,2010-07-15 12:30:00,1656.260,161,2,4,4,08-At Risk
14422.0,12,2010-11-30 10:43:00,5587.470,23,4,5,5,02-Loyal Customers
14423.0,2,2010-09-28 10:42:00,651.410,86,2,2,3,10-Hibernating
14425.0,1,2010-10-01 10:24:00,239.100,83,2,1,2,10-Hibernating
14426.0,7,2010-11-01 16:24:00,7246.270,51,3,5,5,02-Loyal Customers
14427.0,2,2010-08-02 11:25:00,605.180,143,2,2,3,10-Hibernating
14429.0,1,2010-11-01 10:08:00,516.280,52,3,1,3,09-About to Sleep
14430.0,3,2010-07-16 11:35:00,1220.900,160,2,3,4,08-At Risk
14431.0,3,2010-11-25 14:03:00,2143.840,28,4,3,5,03-Potential Loyalists
14433.0,1,2010-08-31 12:35:00,280.700,114,2,1,2,10-Hibernating
14435.0,1,2010-07-26 12:33:00,90.420,150,2,1,1,10-Hibernating
14436.0,1,2010-06-04 11:32:00,182.640,202,1,1,1,10-Hibernating
14437.0,5,2010-12-09 09:27:00,873.340,14,5,4,3,01-Champion
14440.0,8,2010-12-09 12:49:00,3346.040,14,5,5,5,01-Champion
14441.0,7,2010-11-30 19:35:00,2898.800,22,5,5,5,01-Champion
14443.0,2,2010-12-06 11:03:00,966.270,17,5,2,4,03-Potential Loyalists
14444.0,1,2010-09-09 18:56:00,120.440,104,2,1,1,10-Hibernating
14445.0,1,2010-09-10 11:09:00,221.650,104,2,1,1,10-Hibernating
14446.0,1,2010-11-18 12:08:00,189.930,35,4,1,1,07-Promising
14447.0,1,2010-11-04 13:32:00,548.500,49,3,1,3,09-About to Sleep
14448.0,1,2010-12-10 17:26:00,102.350,12,5,1,1,06-New Customers
14449.0,5,2010-12-02 14:09:00,1555.400,21,5,4,4,01-Champion
14450.0,4,2010-11-25 11:58:00,645.190,28,4,4,3,02-Loyal Customers
14451.0,10,2010-11-15 14:09:00,2614.780,38,4,5,5,02-Loyal Customers
14452.0,2,2010-11-09 14:13:00,399.900,44,3,2,2,09-About to Sleep
14454.0,4,2010-11-28 13:26:00,851.360,25,4,4,3,02-Loyal Customers
14455.0,4,2010-10-03 15:48:00,617.720,81,2,4,3,08-At Risk
14458.0,1,2010-11-24 12:43:00,219.270,29,4,1,1,07-Promising
14459.0,1,2010-02-26 13:26:00,3537.820,300,1,1,5,10-Hibernating
14460.0,5,2010-11-08 15:00:00,503.820,45,3,4,3,02-Loyal Customers
14461.0,10,2010-11-22 12:33:00,4573.850,31,4,5,5,02-Loyal Customers
14462.0,1,2010-10-03 14:13:00,262.240,81,2,1,2,10-Hibernating
14463.0,1,2010-07-28 11:35:00,256.950,148,2,1,2,10-Hibernating
14464.0,2,2010-05-20 18:00:00,111.000,216,1,2,1,10-Hibernating
14465.0,8,2010-10-07 15:09:00,2395.890,77,3,5,5,02-Loyal Customers
14466.0,6,2010-12-02 13:36:00,2156.700,21,5,4,5,01-Champion
14467.0,7,2010-11-15 11:01:00,1497.140,38,4,5,4,02-Loyal Customers
14469.0,4,2010-10-19 14:30:00,2093.460,65,3,4,5,02-Loyal Customers
14470.0,1,2010-10-05 12:39:00,250.850,79,2,1,2,10-Hibernating
14471.0,1,2010-04-27 17:12:00,192.120,239,1,1,1,10-Hibernating
14472.0,2,2010-12-19 14:03:00,512.430,4,5,2,3,03-Potential Loyalists
14474.0,1,2010-05-09 12:12:00,711.230,228,1,1,3,10-Hibernating
14475.0,1,2010-10-27 09:20:00,225.300,57,3,1,1,09-About to Sleep
14477.0,3,2010-09-29 14:05:00,660.000,85,2,3,3,08-At Risk
14478.0,3,2010-11-22 15:29:00,994.380,31,4,3,4,03-Potential Loyalists
14479.0,2,2010-12-09 12:59:00,627.730,14,5,2,3,03-Potential Loyalists
14480.0,2,2010-11-02 12:35:00,716.620,51,3,2,3,09-About to Sleep
14481.0,3,2010-10-28 19:20:00,1648.180,55,3,3,4,05-Need Attention
14482.0,6,2010-11-25 15:26:00,2283.910,28,4,4,5,02-Loyal Customers
14484.0,2,2010-11-03 13:50:00,313.610,50,3,2,2,09-About to Sleep
14486.0,2,2010-07-16 09:42:00,175.500,160,2,2,1,10-Hibernating
14487.0,2,2010-12-06 13:22:00,225.890,17,5,2,1,03-Potential Loyalists
14489.0,3,2010-09-28 15:26:00,1111.550,86,2,3,4,08-At Risk
14490.0,2,2010-10-29 15:04:00,1273.470,55,3,2,4,09-About to Sleep
14491.0,1,2010-12-02 12:10:00,127.200,21,5,1,1,06-New Customers
14492.0,7,2010-10-05 13:21:00,1921.910,79,2,5,4,04-Can't Lose Them
14493.0,5,2010-11-14 16:16:00,2704.620,38,4,4,5,02-Loyal Customers
14494.0,1,2010-11-03 13:13:00,147.600,50,3,1,1,09-About to Sleep
14495.0,1,2010-02-18 08:49:00,51.000,308,1,1,1,10-Hibernating
14496.0,6,2010-12-01 15:35:00,2129.420,22,5,4,5,01-Champion
14497.0,1,2010-02-04 09:59:00,221.690,322,1,1,1,10-Hibernating
14498.0,6,2010-12-13 11:29:00,2109.730,10,5,4,5,01-Champion
14499.0,4,2010-11-30 14:28:00,1293.350,23,4,4,4,02-Loyal Customers
14505.0,10,2010-12-12 16:14:00,5674.570,10,5,5,5,01-Champion
14506.0,3,2010-12-05 14:25:00,1256.600,18,5,3,4,03-Potential Loyalists
14507.0,4,2010-11-26 11:24:00,1677.360,27,4,4,4,02-Loyal Customers
14508.0,3,2010-11-28 13:21:00,554.870,25,4,3,3,03-Potential Loyalists
14509.0,1,2010-06-23 13:21:00,110.950,183,1,1,1,10-Hibernating
14510.0,3,2010-11-29 12:46:00,979.850,24,4,3,4,03-Potential Loyalists
14512.0,4,2010-11-21 13:00:00,787.410,32,4,4,3,02-Loyal Customers
14513.0,3,2010-09-29 12:11:00,332.420,85,2,3,2,08-At Risk
14514.0,5,2010-09-29 13:14:00,2561.500,85,2,4,5,08-At Risk
14515.0,6,2010-11-17 12:24:00,1647.170,36,4,4,4,02-Loyal Customers
14516.0,1,2010-07-11 14:07:00,151.170,165,2,1,1,10-Hibernating
14519.0,1,2010-01-25 11:18:00,80.190,332,1,1,1,10-Hibernating
14521.0,1,2010-08-05 16:35:00,199.450,139,2,1,1,10-Hibernating
14522.0,4,2010-04-23 10:45:00,773.880,244,1,4,3,08-At Risk
14524.0,5,2010-12-14 11:01:00,1341.480,9,5,4,4,01-Champion
14525.0,8,2010-12-13 17:40:00,3538.790,9,5,5,5,01-Champion
14526.0,1,2010-11-15 13:32:00,258.650,38,4,1,2,07-Promising
14527.0,63,2010-12-20 13:11:00,13982.080,3,5,5,5,01-Champion
14530.0,10,2010-11-08 13:05:00,3226.760,45,3,5,5,02-Loyal Customers
14531.0,1,2010-08-17 10:16:00,376.340,128,2,1,2,10-Hibernating
14532.0,8,2010-12-22 13:48:00,3135.530,1,5,5,5,01-Champion
14533.0,5,2010-12-22 11:07:00,1696.710,1,5,4,4,01-Champion
14534.0,8,2010-11-07 10:44:00,1787.410,46,3,5,4,02-Loyal Customers
